name,link,rating,num_reviews,price,distance_to_city_center,star,description,images,address
Hotel Ludwig van Beethoven,https://www.booking.com/hotel/de/ludwig-van-beethoven.html?label=gen173nr-10CAQoggJCL3NlYXJjaF9iZXJsaW4sIGJlcmxpbiBmZWRlcmFsIHN0YXRlLCBnZXJtYW554oCmSDNYBGhIiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALByIDGBsACAdICJGY3YjA1OTQyLWExZGUtNDJmZS05MTljLWVmM2I3N2E1YTQzNtgCAeACAQ&aid=356980&ucfs=1&arphpl=1&checkin=2025-12-22&checkout=2025-12-26&dest_id=-1746443&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=28&sr_order=popularity&srpvid=2fc67649e25201fc&srepoch=1759078174&all_sr_blocks=6278702_402220965_2_1_0_510379&highlighted_blocks=6278702_402220965_2_1_0_510379&matching_block_id=6278702_402220965_2_1_0_510379&sr_pri_blocks=6278702_402220965_2_1_0_510379_41584&from=searchresults,8.4,3715,104.0,4.4,3.0,"This 3-star hotel is 656 feet from Hermannplatz Square, between Berlin’s lively Kreuzberg and Neukölln districts. Hotel Ludwig van Beethoven offers a 24-hour reception, free Wi-Fi and excellent public transport links.

The spacious and quiet rooms at the Hotel Beethoven all include satellite TV and a private bathroom.

A buffet breakfast is served from 07:00 to 10:00 each morning in the Beethoven’s bright breakfast room. The roof terrace is open from 07:00 until 22:00 in fine weather.

There is a direct bus from Berlin (BER) Airport to Hermannplatz. Alexanderplatz Square is 15 minutes away from the hotel by underground train.

The Ludwig van Beethoven Berlin is directly opposite Hasenheide Park.

A limited number of free parking spaces are available. Reserving a parking space is not possible!","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/5915180.jpg?k=4fd8a53a3a93b7bb5cf3076c474707bd15135cb864ae0114547f4083e74e7f1e&o=', 'https://cf.bstatic.com/xdata/images/hotel/max500/633489691.jpg?k=562800b57540ea9b74a96ef07254541cce087804b9633e9e7f02b5511084e23b&o=', 'https://cf.bstatic.com/xdata/images/hotel/max500/5914944.jpg?k=5d73097d63d1245758434bee8ecebce76049c907fee1070addf0d55653922913&o=']","Hasenheide 14, Friedrichshain-Kreuzberg, 10967 Berlin, Germany"
IntercityHotel Berlin Hauptbahnhof,https://www.booking.com/hotel/de/intercityhotel-berlin-hbf.html?label=gen173nr-10CAQoggJCL3NlYXJjaF9iZXJsaW4sIGJlcmxpbiBmZWRlcmFsIHN0YXRlLCBnZXJtYW554oCmSDNYBGhIiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALByIDGBsACAdICJGY3YjA1OTQyLWExZGUtNDJmZS05MTljLWVmM2I3N2E1YTQzNtgCAeACAQ&aid=356980&ucfs=1&arphpl=1&checkin=2025-12-22&checkout=2025-12-26&dest_id=-1746443&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=popularity&srpvid=2fc67649e25201fc&srepoch=1759078174&all_sr_blocks=67748602_338444548_2_2_0_600661&highlighted_blocks=67748602_338444548_2_2_0_600661&matching_block_id=67748602_338444548_2_2_0_600661&sr_pri_blocks=67748602_338444548_2_2_0_600661_40054&from=searchresults,8.1,11594,100.25,1.1,4.0,"Prime Location: IntercityHotel Berlin Hauptbahnhof is located in Berlin city center, a 4-minute walk from Berlin Central Station. Nearby attractions include the Natural History Museum (0.7 mi) and Brandenburg Gate (18-minute walk). Berlin Brandenburg Airport is 18 mi away.

Comfortable Accommodations: Rooms feature air-conditioning, private bathrooms, and city views. Additional amenities include soundproofing, work desks, and free WiFi. Guests appreciate the quietness of the area and the comfortable rooms.

Dining and Leisure: The hotel offers a bar, coffee shop, and child-friendly buffet. Free WiFi is available throughout the property. Guests can also enjoy bike hire, tour desk, and luggage storage.

Nearby Activities: Surrounding activities include an ice-skating rink and boating. Berlin Central Station provides easy access to various attractions.","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/22500707.jpg?k=678754f8828f391a187a698b4eb20e591711bf3b8fd65d3f23d2178b23ab6325&o=', 'https://cf.bstatic.com/xdata/images/hotel/max500/22500837.jpg?k=7ba761673661f938a7e852be1242bd7bb235a857d901b093d2a25b5a1730843e&o=', 'https://cf.bstatic.com/xdata/images/hotel/max500/22500842.jpg?k=a321e8ff6830415169a9ae2843191161532dd733a3b8a274b96cf77ed80821fa&o=']","Katharina-Paulus-Str. 5, Mitte, 10557 Berlin, Germany"
a&o Berlin Hauptbahnhof,https://www.booking.com/hotel/de/a-o-berlin-hauptbahnhof.html?label=gen173nr-10CAQoggJCL3NlYXJjaF9iZXJsaW4sIGJlcmxpbiBmZWRlcmFsIHN0YXRlLCBnZXJtYW554oCmSDNYBGhIiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALByIDGBsACAdICJGY3YjA1OTQyLWExZGUtNDJmZS05MTljLWVmM2I3N2E1YTQzNtgCAeACAQ&aid=356980&ucfs=1&arphpl=1&checkin=2025-12-22&checkout=2025-12-26&dest_id=-1746443&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&srpvid=2fc67649e25201fc&srepoch=1759078174&all_sr_blocks=24177402_91468472_0_2_0&highlighted_blocks=24177402_91468472_0_2_0&matching_block_id=24177402_91468472_0_2_0&sr_pri_blocks=24177402_91468472_0_2_0__29703&from_sustainable_property_sr=1&from=searchresults,7.5,13181,74.25,1.7,2.0,"Just a 10-minute walk from Berlin Central Station, this hostel offers modern rooms, a 24-hour reception, and daily buffet breakfasts. On-site parking is available.

Located in a quiet side street, the family-friendly a&o Berlin Hauptbahnhof has brightly decorated rooms with a private bathroom. WiFi is free in all rooms as well as in the lobby.

Varied dinners are prepared at the a&o Berlin Hauptbahnhof on request. The a&o’s lobby bar invites guests to relax with a drink.

The games room at the a&o Berlin Hauptbahnhof includes a billiards table and table football. A souvenir shop, bicycle rental, and free luggage storage facilities are also available. Guests can enjoy satellite TV broadcasting various sport channels in the lobby and bar.

S-Bahn trains run from Berlin Central Station to Alexanderplatz Square in 5 minutes. The a&o Berlin Hauptbahnhof’s multilingual reception team can book sightseeing tours.","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/188929370.jpg?k=30cf7523874bbcf925d3cc526a2f55da3b1ff7d11008f2daf38dbb4f791db7d5&o=', 'https://cf.bstatic.com/xdata/images/hotel/max500/204847488.jpg?k=9f48e359c3661fd11ad3b58781d50c3a26f1035566603b4e266571f82d6a32ca&o=', 'https://cf.bstatic.com/xdata/images/hotel/max500/175984150.jpg?k=ca03d38020e6604dd0c039017b18c947563b1b34c3a2e918c79d672c6bf66867&o=']","Lehrter Str. 12-15, Mitte, 10557 Berlin, Germany"
Hotel Augusta Am Kurfürstendamm,https://www.booking.com/hotel/de/augustamedotel.html?label=gen173nr-10CAQoggJCL3NlYXJjaF9iZXJsaW4sIGJlcmxpbiBmZWRlcmFsIHN0YXRlLCBnZXJtYW554oCmSDNYBGhIiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALByIDGBsACAdICJGY3YjA1OTQyLWExZGUtNDJmZS05MTljLWVmM2I3N2E1YTQzNtgCAeACAQ&aid=356980&ucfs=1&arphpl=1&checkin=2025-12-22&checkout=2025-12-26&dest_id=-1746443&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&srpvid=2fc67649e25201fc&srepoch=1759078174&all_sr_blocks=6025602_0_2_0_0&highlighted_blocks=6025602_0_2_0_0&matching_block_id=6025602_0_2_0_0&sr_pri_blocks=6025602_0_2_0_0__35014&from=searchresults,8.2,3064,87.5,3.7,3.0,"Offering classical-style rooms, free WiFi, and varied breakfasts, this family-run, 3-star hotel in Berlin is just 164 feet from the Kurfürstendamm shopping street. Uhlandstraße Underground Station is 328 feet away.

Surrounded by the stylish boutiques of the Charlottenburg district, Hotel Augusta has colorful rooms and suites with satellite TV, a safety deposit box, and a mini-bar. They have an private bathroom with a hairdryer.

The Augusta’s breakfast room features elegant chandeliers and natural wood furniture. Many cafés and restaurants are less than a 10-minute walk away.

The Augusta Berlin’s reception is open 24 hours a day. Concert tickets can be booked here.

The Messe Berlin exhibition grounds are a 20-minute bus journey from the Augusta Hotel. Trains run from Uhlandstraße Underground Station to Potsdamer Platz Square in 13 minutes.","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/166718509.jpg?k=f5b57126bb23071c045f9630856dbd766b74924885452400055fb46e3ea3bc1c&o=', 'https://cf.bstatic.com/xdata/images/hotel/max500/254035154.jpg?k=230ac140eb0422fc4f70f9123a8cf7a56cd7ca16d778e368d7cec19f067119cb&o=', 'https://cf.bstatic.com/xdata/images/hotel/max500/491997482.jpg?k=9e155e9c318041cc75cfacb2123ca950ceda4d31a09d7039dcaf04fda1b7b142&o=']","Fasanenstr. 22, Charlottenburg-Wilmersdorf, 10719 Berlin, Germany"
ADAPT APARTMENTS BERLIN - Adlershof,https://www.booking.com/hotel/de/adapt-apartments-berlin-gmbh.html?label=gen173nr-10CAQoggJCL3NlYXJjaF9iZXJsaW4sIGJlcmxpbiBmZWRlcmFsIHN0YXRlLCBnZXJtYW554oCmSDNYBGhIiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALByIDGBsACAdICJGY3YjA1OTQyLWExZGUtNDJmZS05MTljLWVmM2I3N2E1YTQzNtgCAeACAQ&aid=356980&ucfs=1&arphpl=1&checkin=2025-12-22&checkout=2025-12-26&dest_id=-1746443&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&srpvid=2fc67649e25201fc&srepoch=1759078174&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__31442&from=searchresults,8.9,3547,78.5,14.0,4.0,"Offering free WiFi access and free private parking, ADAPT APARTMENTS BERLIN - Adlershof is located in suburban Berlin. It is 5 minutes’ walk to the Berlin-Adlershof Science and Technology Park.

In this self-catering accommodations, guests will find a seating area, a TV and a balcony. Each apartment’s private bathroom comes with a hairdryer and a bath or shower.

Complete with a cooker, a fridge and a dishwasher, there is a full kitchen in all accommodations at ADAPT APARTMENTS BERLIN – Adlershof. Barbecue facilities are also available.

Guests wanting to visit the sights of Berlin can be at the Brandenburg Gate (9.3 mi) or the TV Tower (8.1 mi) in less than an hour using public transport. The extensive Tempelhofer Park area is a 10-minute drive away.

Berlin-Adlershof S-Bahn Train Station is 0.9 mi away. Schönefeld Airport is just 3.7 mi from ADAPT APARTMENTS BERLIN – Adlershof.","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/38172802.jpg?k=8cf378c5c2ec6f2b153f0107bc97b7f21934840eb88f900c96c79bdc9e74860b&o=', 'https://cf.bstatic.com/xdata/images/hotel/max500/693141133.jpg?k=3a0a79617bdc3f4825ab24573e09ec548745d4ddea4a6f52e73cfe7da3746784&o=', 'https://cf.bstatic.com/xdata/images/hotel/max500/128816359.jpg?k=46a666156cfb9a5da907d60a5c70401e589781737d9f4b07bc4028524a7bf3f2&o=']","Erich-Thilo-Straße 3, Treptow-Köpenick, 12489 Berlin, Germany"
"Holiday Inn - the niu, Hide Berlin Friedrichshain by IHG",https://www.booking.com/hotel/de/niu-hide-berlin12.html?label=gen173nr-10CAQoggJCL3NlYXJjaF9iZXJsaW4sIGJlcmxpbiBmZWRlcmFsIHN0YXRlLCBnZXJtYW554oCmSDNYBGhIiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALByIDGBsACAdICJGY3YjA1OTQyLWExZGUtNDJmZS05MTljLWVmM2I3N2E1YTQzNtgCAeACAQ&aid=356980&ucfs=1&arphpl=1&checkin=2025-12-22&checkout=2025-12-26&dest_id=-1746443&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=33&sr_order=popularity&srpvid=2fc67649e25201fc&srepoch=1759078174&all_sr_blocks=349540003_373219499_2_2_0&highlighted_blocks=349540003_373219499_2_2_0&matching_block_id=349540003_373219499_2_2_0&sr_pri_blocks=349540003_373219499_2_2_0__37239&from=searchresults,8.2,2524,93.0,6.6,3.0,"Located in Berlin, 2.7 mi from Alexanderplatz, the niu Hide features a bar. Located around 3.1 mi from Berlin TV Tower, the hotel with free WiFi is also 3.1 mi away from Museum Island.

The rooms in the hotel are fitted with a flat-screen TV. All rooms feature a private bathroom and a Teufel Boomster™ sound system.

This accommodations has a restaurant and a buffet breakfast is available each morning at the niu Hide. This accommodations also offers a 24-hour reception.

German Historical Museum is 3.1 mi from the accommodations. The nearest airport is Berlin Brandenburg Airport, 15 mi from the niu Hide.","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/606590427.jpg?k=2626f6e71046d854311cbdf447fce566df2493af2f616177356a25fb8e7afaf5&o=', 'https://cf.bstatic.com/xdata/images/hotel/max500/606590471.jpg?k=a97e8f4629b54aa0e55f928ed7c8a5acf9480d00e338325db0990a32e060c321&o=', 'https://cf.bstatic.com/xdata/images/hotel/max500/407592363.jpg?k=7ffa4279e0c30b7407dc4cd2ae46c3840e93aa36e8709167c0c5d8a3b2869dcc&o=']","Frankfurter Allee 113, Friedrichshain-Kreuzberg, 10365 Berlin, Germany"
Scandic Berlin Potsdamer Platz,https://www.booking.com/hotel/de/scandic-berlin-potsdamer-platz.html?label=gen173nr-10CAQoggJCL3NlYXJjaF9iZXJsaW4sIGJlcmxpbiBmZWRlcmFsIHN0YXRlLCBnZXJtYW554oCmSDNYBGhIiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALByIDGBsACAdICJGY3YjA1OTQyLWExZGUtNDJmZS05MTljLWVmM2I3N2E1YTQzNtgCAeACAQ&aid=356980&ucfs=1&arphpl=1&checkin=2025-12-22&checkout=2025-12-26&dest_id=-1746443&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&srpvid=2fc67649e25201fc&srepoch=1759078174&all_sr_blocks=23731017_91468240_2_2_0_664461&highlighted_blocks=23731017_91468240_2_2_0_664461&matching_block_id=23731017_91468240_2_2_0_664461&sr_pri_blocks=23731017_91468240_2_2_0_664461_36947&from_sustainable_property_sr=1&from=searchresults,8.4,13199,92.25,1.3,4.0,"This modern Nordic Swan ecolabeled hotel is located beside the Potsdamer Platz entertainment district in the center of Berlin. The Scandic Hotel offers rooms with free WiFi and a flat-screen TV.

The rooms at the Scandic Hotel Potsdamer Platz feature a contemporary Scandinavian design. Every room has French windows, wooden floors, an armchair, air cooling systems and a stylish bathroom with bath or shower. Many rooms are also suitable for guests with limited mobility.

The Scandinavian-style restaurant serves a buffet breakfast with organic, gluten-free and lactose-free options. Child-friendly dining options are also available and there is a breakfast buffet specifically for children.

The hotel is certified with the ""Bio-Siegel"" in bronze.

The 8th-floor gym offers panoramic views over Potsdamer Platz, and the nearby Tiergarten Park is ideal for jogging. Bicycles and Nordic walking sticks can be borrowed at the reception.

The Scandic Berlin Potsdamer Platz offers on-site parking for a daily surcharge. Regular bus, S-Bahn and underground train services are available at Potsdamer Platz.","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/682797619.jpg?k=cf128acc2f6a744001a1bfabdf27633631ce33c450f893cb6437fbf2cdc2409e&o=', 'https://cf.bstatic.com/xdata/images/hotel/max500/682797694.jpg?k=65769c985f92dca9848b53d67883bb9fec7259de59d0ce91ee1ee0b08f66574c&o=', 'https://cf.bstatic.com/xdata/images/hotel/max500/682797699.jpg?k=140dd70a9372e8eadfb7e5de62e23f2920cad45077de1b222a795539e8ac121d&o=']","Gabriele-Tergit-Promenade 19, Mitte, 10963 Berlin, Germany"
Motel One Berlin-Spittelmarkt,https://www.booking.com/hotel/de/motel-one-berlin-spittelmarkt.html?label=gen173nr-10CAQoggJCL3NlYXJjaF9iZXJsaW4sIGJlcmxpbiBmZWRlcmFsIHN0YXRlLCBnZXJtYW554oCmSDNYBGhIiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALByIDGBsACAdICJGY3YjA1OTQyLWExZGUtNDJmZS05MTljLWVmM2I3N2E1YTQzNtgCAeACAQ&aid=356980&ucfs=1&arphpl=1&checkin=2025-12-22&checkout=2025-12-26&dest_id=-1746443&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=35&sr_order=popularity&srpvid=2fc67649e25201fc&srepoch=1759078174&all_sr_blocks=26672502_159148132_2_2_0&highlighted_blocks=26672502_159148132_2_2_0&matching_block_id=26672502_159148132_2_2_0&sr_pri_blocks=26672502_159148132_2_2_0__43782&from_sustainable_property_sr=1&from=searchresults,8.6,6225,109.5,1.7,3.0,"Just 500 ft from Spittelmarkt Subway Station, this non-smoking, designer hotel in the Mitte district of Berlin features air-conditioned rooms, a 24-hour bar, underground parking and free Wi-Fi.

The rooms at the Motel One Berlin-Spittelmarkt all include a flat-screen TV. The bathrooms feature a rain shower and stylish mosaics.

Free Wi-Fi is provided in the Motel One Spittelmarkt’s 24-hour One Lounge. Varied breakfast buffets are also available here.

Gendarmenmarkt Square and the Friedrichstraße shopping street are an 8-minute walk from the Spittelmarkt Motel One.

Trains run from Spittelmarkt Underground Station to Alexanderplatz Square and Potsdamer Platz Square in just 5 minutes.","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/482030440.jpg?k=3a2e794be4e7a0120743c0e3ccf73feb7e8153efc88ef1af69fac6d80f8e3bcd&o=', 'https://cf.bstatic.com/xdata/images/hotel/max500/482030468.jpg?k=8f73d9ce9d3358eabcd666fb0a473735a17f907a879034fda7f7d566f6f874bc&o=', 'https://cf.bstatic.com/xdata/images/hotel/max500/482030432.jpg?k=895a26327e1117459abed80bf7998ec1673f170ab1887e2c66a5253ae9c902c9&o=']","Leipziger Straße 50, Mitte, 10117 Berlin, Germany"
Hampton by Hilton Berlin City Centre Alexanderplatz,https://www.booking.com/hotel/de/hampton-by-hilton-berlin-city-centre-alexanderplatz.html?label=gen173nr-10CAQoggJCL3NlYXJjaF9iZXJsaW4sIGJlcmxpbiBmZWRlcmFsIHN0YXRlLCBnZXJtYW554oCmSDNYBGhIiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALByIDGBsACAdICJGY3YjA1OTQyLWExZGUtNDJmZS05MTljLWVmM2I3N2E1YTQzNtgCAeACAQ&aid=356980&ucfs=1&arphpl=1&checkin=2025-12-22&checkout=2025-12-26&dest_id=-1746443&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=36&sr_order=popularity&srpvid=2fc67649e25201fc&srepoch=1759078174&all_sr_blocks=225874505_338821085_2_1_0_938716&highlighted_blocks=225874505_338821085_2_1_0_938716&matching_block_id=225874505_338821085_2_1_0_938716&sr_pri_blocks=225874505_338821085_2_1_0_938716_44277&from_sustainable_property_sr=1&from=searchresults,8.0,11997,110.75,3.0,3.0,"This hotel is located in the heart of Berlin, just a 5-minute walk from Alexanderplatz Train Station. It offers a 24-hour reception as well as free WiFi and free use of the gym with weights and cardio equipment.

The Hampton By Hilton Berlin City Center Alexanderplatz features contemporary-style rooms with a top-quality own-brand bed and a 55-inch flat-screen TV. Each room also has a large desk, tea/coffee facilities and a private bathroom.

A hot breakfast is provided each morning at the Hampton By Hilton Berlin City Center. This consists of eggs, baked beans, waffles, fruit and many more options. Many cafés and restaurants can be found in the surrounding area.

The Hampton By Hilton Berlin City Center Alexanderplatz also has a business center. Guests enjoy free use of a computer with free WiFi and there is also a fax and photocopy service.

The nearby train station gives great access to public transport around Berlin by train, underground, bus and tram. Parking is available at the hotel for a daily surcharge.","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/484087659.jpg?k=8a2740101145153d18ce7298f058e52ac0b2fd459b0963c1dadc0dd070105101&o=', 'https://cf.bstatic.com/xdata/images/hotel/max500/484087706.jpg?k=6519c8b16859ce5dbae25570ac1ff210de3a57ce068a98cb35f0d4fbf050e4eb&o=', 'https://cf.bstatic.com/xdata/images/hotel/max500/611295949.jpg?k=b7f0850ee555bd434e620fd8cc14672f1bf490475a3618f09bfa069ca14ec006&o=']","Otto-Braun-Straße 69 , Mitte, 10178 Berlin, Germany"
Art Apartments,https://www.booking.com/hotel/de/art-apartments-berlin1.html?label=gen173nr-10CAQoggJCL3NlYXJjaF9iZXJsaW4sIGJlcmxpbiBmZWRlcmFsIHN0YXRlLCBnZXJtYW554oCmSDNYBGhIiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALByIDGBsACAdICJGY3YjA1OTQyLWExZGUtNDJmZS05MTljLWVmM2I3N2E1YTQzNtgCAeACAQ&aid=356980&ucfs=1&arphpl=1&checkin=2025-12-22&checkout=2025-12-26&dest_id=-1746443&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&srpvid=2fc67649e25201fc&srepoch=1759078174&all_sr_blocks=682732402_278282920_2_0_0&highlighted_blocks=682732402_278282920_2_0_0&matching_block_id=682732402_278282920_2_0_0&sr_pri_blocks=682732402_278282920_2_0_0__49000&from=searchresults,8.1,1640,122.5,1.8,3.0,"Central Berlin Location: Art Apartments in Berlin offers a central location with a 5-minute walk to the Natural History Museum and less than 0.6 mi to the Memorial of the Berlin Wall. Berlin Central Station is a 16-minute walk away, while the Reichstag lies 1.2 mi from the hotel.

Comfortable Accommodations: Rooms feature air-conditioning, private bathrooms with walk-in showers, tea and coffee makers, hairdryers, refrigerators, free toiletries, TVs, electric kettles, and wardrobes. Additional amenities include terraces, balconies with garden or city views, sofa beds, and parquet floors.

Convenient Facilities: Guests enjoy free WiFi, a elevator, and family rooms. Paid on-site private parking is available. Berlin Brandenburg Airport is 19 mi from the hotel. An ice-skating rink is in the surroundings.

Highly Rated by Guests: Art Apartments is highly rated for its convenient location, excellent public transport options, and central setting.","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/659812295.jpg?k=e0bf779244636896b0d0d82b77a1f7c09ceeb2035010d56314be9598d0eceaee&o=', 'https://cf.bstatic.com/xdata/images/hotel/max500/659812314.jpg?k=fcaa5ed295fbae4ac3bff472644fd7a4e97421b9fc7b3ce874b49ae608b22f41&o=', 'https://cf.bstatic.com/xdata/images/hotel/max500/659812198.jpg?k=68d382a916e415df4762ff31eec62e2a838fb9e39a211d5abdcea9ebe2b39264&o=']","Chausseestraße 27 Neubau Hofseitig, Mitte, 10115 Berlin, Germany"
InterContinental Berlin by IHG,https://www.booking.com/hotel/de/interconti-berlin.html?label=gen173nr-10CAQoggJCL3NlYXJjaF9iZXJsaW4sIGJlcmxpbiBmZWRlcmFsIHN0YXRlLCBnZXJtYW554oCmSDNYBGhIiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALByIDGBsACAdICJGY3YjA1OTQyLWExZGUtNDJmZS05MTljLWVmM2I3N2E1YTQzNtgCAeACAQ&aid=356980&ucfs=1&arphpl=1&checkin=2025-12-22&checkout=2025-12-26&dest_id=-1746443&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=38&sr_order=popularity&srpvid=2fc67649e25201fc&srepoch=1759078174&all_sr_blocks=6190130_376233955_2_34_0&highlighted_blocks=6190130_376233955_2_34_0&matching_block_id=6190130_376233955_2_34_0&sr_pri_blocks=6190130_376233955_2_34_0__51729&from_sustainable_property_sr=1&from=searchresults,8.8,4613,129.25,2.4,5.0,"Prime City Location: InterContinental Berlin by IHG is located in Berlin city center, offering easy access to key attractions such as Zoologischer Garten underground station (less than 0.6 mi), Kurfürstendamm (1.1 mi), and Berliner Philharmonie (1.2 mi). Berlin Brandenburg Airport is 15 mi away.

Exceptional Facilities: Guests enjoy a fitness center, sun terrace, restaurant, bar, and free WiFi. Additional amenities include a private check-in and check-out service, 24-hour front desk, concierge, and child-friendly buffet.

Comfortable Accommodations: Rooms feature air-conditioning, private bathrooms, city views, and modern amenities. Family rooms and executive lounge access cater to all travelers.

Dining Experience: The modern and romantic restaurant serves German, local, and international cuisines with vegetarian, gluten-free, and dairy-free options. Breakfast includes continental, American, and full English/Irish.","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/553011745.jpg?k=5ddb5202e716eec3ac6c498c7dafb2cd28af16bb11ff563cd2fc0c625b7b396f&o=', 'https://cf.bstatic.com/xdata/images/hotel/max500/359936872.jpg?k=079660dd53ec84407cb21168da6e4d0d88f467f83bd97fdde2512a1b50e992f4&o=', 'https://cf.bstatic.com/xdata/images/hotel/max500/748412665.jpg?k=6e0d51ff098c0b04ff638d6ead6874c168a41e34612a97f3063aa09680fe40e2&o=']","Budapester Str. 2, Mitte, 10787 Berlin, Germany"
Emma by Schulz Hotel Berlin Friedrichshain,https://www.booking.com/hotel/de/schulz-plus.html?label=gen173nr-10CAQoggJCL3NlYXJjaF9iZXJsaW4sIGJlcmxpbiBmZWRlcmFsIHN0YXRlLCBnZXJtYW554oCmSDNYBGhIiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALByIDGBsACAdICJGY3YjA1OTQyLWExZGUtNDJmZS05MTljLWVmM2I3N2E1YTQzNtgCAeACAQ&aid=356980&ucfs=1&arphpl=1&checkin=2025-12-22&checkout=2025-12-26&dest_id=-1746443&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&srpvid=2fc67649e25201fc&srepoch=1759078174&all_sr_blocks=690140301_403409507_2_2_0_96954&highlighted_blocks=690140301_403409507_2_2_0_96954&matching_block_id=690140301_403409507_2_2_0_96954&sr_pri_blocks=690140301_403409507_2_2_0_96954_43010&from=searchresults,8.5,1519,107.5,4.0,3.0,"Comfortable Accommodations: Emma by Schulz Hotel Berlin Friedrichshain in Berlin offers family rooms with private bathrooms, air-conditioning, and free WiFi. Each room includes a tea and coffee maker, electric kettle, and streaming services.

Dining and Leisure: Guests can enjoy a sun terrace, garden, restaurant, and bar. The hotel provides a child-friendly buffet, indoor play area, and games room. Additional amenities include a lounge, coffee shop, and outdoor seating area.

Prime Location: Located in the city center, the hotel is less than 0.6 mi from the East Side Gallery and 15 mi from Berlin Brandenburg Airport. Nearby attractions include Alexanderplatz and Berlin Cathedral. Public transport options enhance convenience.","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/495082994.jpg?k=773e67b1760fb1ae4557586807dee50201621021681afbaf29be316aecf48a6d&o=', 'https://cf.bstatic.com/xdata/images/hotel/max500/495283926.jpg?k=cd1a5e44778aa9c4f9fbac9e6a7f52d03a40c422cc66b648c565582adf2e9cbf&o=', 'https://cf.bstatic.com/xdata/images/hotel/max500/474407351.jpg?k=b47be1824335730824a437f31ed02069431375fb8dafd5c6f6edec7d575b3fa3&o=']","Stralauer Platz 36, Friedrichshain-Kreuzberg, 10243 Berlin, Germany"
